Name,1 - 2,2 - 3,3 - 4,4 - 5,5 - 6,6 - 7,Average,Absolute
YKL217W JEN1,0.415037499278844,0.11433267547900078,-0.3773670813127933,0.45371796744290227,3.3536369546146996,0.3625700793847111,0.720321349147894,0.720321349147894
YAL054C ACS1,0.4799929411196129,0.1890338243900177,-0.18903382439001762,-0.10962449117449727,1.7725895038969282,2.1699250014423113,0.7188138258807258,0.7188138258807258
YJR095W ACR1,0.1488633859144822,1.5539356051005355,-1.213595473099293,-0.05199463763826127,1.5347767435529376,2.285402218862251,0.7095646404487752,0.7095646404487752
YCR021c HSP30,0.8052716075571144,1.87446911791614,-0.3325753390868671,-0.6938968722743211,2.781359713524658,-0.3219280948873623,0.6854500221248937,0.6854500221248937
YLR377C FBP1,0.19793937761190827,0.2801079191927349,-0.415037499278843,0.03917059728067658,0.5982593233346158,3.3625700793847084,0.6771682995876335,0.6771682995876335
YKR097W PCK1,-0.05199463763826127,0.6107255967862371,-0.5184670889342483,-0.16689730874474298,0.6659990728120582,3.421463768438282,0.6601382337865541,0.6601382337865541
YJL089W SIP4,0.2874397185020718,0.10604163741032373,0.049753035197099116,-0.06192774914320044,1.371255807250929,1.938599455335857,0.6151936507588468,0.6151936507588468
YFL014W HSP12,0.5276293256552058,0.24441872766644687,0.9779736936699993,0.6520766965796929,1.3923174227787607,-0.16992500144231387,0.6040818108179652,0.6040818108179652
YNL194C,0.31602749344768327,0.10691520391650801,-0.2995602818589092,0.4675049191729816,3.5324950808270197,-0.5145731728297597,0.6014682071125872,0.6014682071125872
YML128C,0.32524082892819645,0.7705181538772348,0.5849625007211587,-0.19793937761191352,2.9634741239748883,-0.8479969065549514,0.5997098872224357,0.5997098872224357
YGR160W,-0.2172307162206707,-0.3556589521999097,-1.2344652536370242,0.005161705115778134,-1.028163530477397,-0.7056961528209884,-0.5893421500400353,0.5893421500400353
YER065c ICL1,0.047828525090618954,0.3672089741882247,-0.4460643948994709,-0.23982701467246498,0.685891409571936,3.1085244567781696,0.5872603260095022,0.5872603260095022
YML054C CYB2,0.4777015340610149,0.5320136207721964,-0.545434136534517,0.06838697498025013,2.3645724322958563,0.6214883767462697,0.586454800386845,0.586454800386845
YNL117W MLS1,0.26769578320365645,0.7557631896203303,-1.0117771677763516,0.0356239097307206,1.0242475462466794,2.423211430724542,0.5824607819582628,0.5824607819582628
YER024w,0.12444737092448792,0.3186824353837112,-0.5242665690336055,-0.13955135239879446,1.6159893963417808,2.064130337419716,0.5765719364395494,0.5765719364395494
YLR174W IDP2,-0.17584983539941795,0.9999999999999982,-0.5928246184941255,-0.25779775746764627,1.4238077089065748,2.035623909730723,0.5721599012126845,0.5721599012126845
YBL015W ACH1,0.16992500144231693,-0.044394119358458356,0.09019780897157695,0.19930880822341085,2.4329594072761043,0.5849625007211555,0.5721599012126843,0.5721599012126843
YDL204w,1.2833068008600566,-1.421826664941484,0.7747076881577529,-0.17954942033071153,3.9696263509564873,-1.0000000000000033,0.571044125783683,0.571044125783683
YER150w,0.1987798641145022,0.9675785223076167,0.3625700793847111,0.08488889758651144,1.87446911791614,-0.15200309344504853,0.5560472313107389,0.5560472313107389
YKL187C,0.030057233856176792,0.1269121124822153,-0.3644114262088733,-0.23703919730084871,2.520832163301439,1.2016338611696513,0.5463307912166268,0.5463307912166268
YMR250W,0.5579954531208884,0.5552151573271016,0.7567288489876396,0.33441903907055653,0.9385994553358569,0.1255308820838594,0.5447481393209838,0.5447481393209838
YLL045c RPL4B,-0.3607473437778958,0.09225850785198866,-0.02696704760026867,0.0,-1.837569535104614,-1.116626775282263,-0.5416086989855088,0.5416086989855088
YOR310C,-0.16635838642211875,0.354430734574696,-0.9441467652664872,-0.037474705418662387,-1.1781221544089318,-1.2762562365020846,-0.5413212522405981,0.5413212522405981
YLR180W SAM1,0.08439218729036355,-0.05122532335516697,-1.1435908536288524,-0.14438990933517462,-1.475579041213892,-0.5175345732008648,-0.5413212522405979,0.5413212522405979
YDR171W HSP42,0.06206096813225105,0.29834127456974346,0.4020984435713507,0.10691520391650623,2.7004397181410944,-0.3219280948873623,0.5413212522405974,0.5413212522405974
YBL049W,0.7530852595294857,0.01630181232910191,-0.33498424771281315,-0.6731896837328928,3.2976805486406873,0.16992500144231124,0.53813644841598,0.53813644841598
YIL053W GPP1,-0.2831720514048658,-0.21215323683160917,-0.714597781137753,-0.2976805486406844,-1.0889005045889308,-0.6302272344569347,-0.5377885595101296,0.5377885595101296
YDR418W RPL15A,-0.03278993511766396,0.11818142634830944,-0.4879380463262909,0.0,-1.5511147302374846,-1.243640155040486,-0.5328835733956027,0.5328835733956027
YHR096C HXT5,0.08168379759370885,0.7092206036833044,-0.34464817138744835,-0.6438561897747247,1.7563309190331358,1.6244908649077945,0.5305369706759617,0.5305369706759617
YPL012W,-0.3642743855969531,0.12444737092448792,-1.025763096065081,-0.4086397280806956,-1.3710941516912487,-0.11947597875495315,-0.527466661544074,0.527466661544074
YOR309C,-0.1717663482664722,0.20531890797749605,-0.8760112827245418,0.2630344058337935,-1.7190991733726928,-0.8658633273484654,-0.5273978029834804,0.5273978029834804
YCR010C,0.11805576152171224,0.601836319285548,-0.6018363192855481,-0.05486193503451747,0.9575647336796027,2.1085244567781696,0.5215471694908279,0.5215471694908279
YEL011w GLC3,0.4071753815058728,0.3738148365523294,0.3423921974470837,-0.34239219744708355,2.149747119504684,0.19264507794239524,0.520563735917547,0.520563735917547
YMR290C,-0.34680276352639045,-0.012278329778437349,-0.9182568505584621,-0.2489486495302571,-1.2653010128057358,-0.32870662751842833,-0.5200490389529518,0.5200490389529518
YAL034C FUN19,1.1795494203307089,-0.37984807081653926,-0.5938406520676103,0.15890359535106122,2.3824696368224125,0.3479233034203091,0.515859538840057,0.515859538840057
YGR043C,-0.29822383429609406,0.6745997132058315,-0.05444778402237547,-0.05246741989413554,3.6374299206152902,-0.8300749985576862,0.5128025995084717,0.5128025995084717
YFL030W,0.3240024231252214,0.6595094540862143,-0.4474589769712264,0.2921807514933161,1.0297473433940445,1.1926450779423978,0.5084376788449947,0.5084376788449947
