Gene,Percent Change,AbsoluteChange
YKL217W,1900.0000000000032,1900.0000000000032
YAL054C,1887.4999999999995,1887.4999999999995
YJR095W,1812.5000000000005,1812.5000000000005
YCR021c,1629.9999999999993,1629.9999999999993
YLR377C,1571.4285714285727,1571.4285714285727
YKR097W,1457.1428571428596,1457.1428571428596
YJL089W,1191.6666666666656,1191.6666666666656
YFL014W,1133.333333333332,1133.333333333332
YNL194C,1120.0,1120.0
YML128C,1111.1111111111106,1111.1111111111106
YER065c,1050.0000000000005,1050.0000000000005
YML054C,1046.1538461538464,1046.1538461538464
YNL117W,1027.272727272727,1027.272727272727
YER024w,999.9999999999993,999.9999999999993
YBL015W,979.9999999999999,979.9999999999999
YLR174W,979.9999999999999,979.9999999999999
YDL204w,975.0000000000002,975.0000000000002
YER150w,910.0000000000001,910.0000000000001
YKL187C,869.9999999999966,869.9999999999966
YMR250W,863.6363636363639,863.6363636363639
YDR171W,849.9999999999986,849.9999999999986
YBL049W,837.4999999999997,837.4999999999997
YHR096C,808.3333333333334,808.3333333333334
YCR010C,775.0000000000005,775.0000000000005
YEL011w,771.4285714285711,771.4285714285711
YAL034C,754.5454545454559,754.5454545454559
YGR043C,743.7499999999997,743.7499999999997
YFL030W,728.5714285714281,728.5714285714281
YLR149C,700.0000000000006,700.0000000000006
YNR001C,699.9999999999974,699.9999999999974
YGL259W,685.7142857142856,685.7142857142856
YFR015C,680.0000000000001,680.0000000000001
YGR236C,678.5714285714287,678.5714285714287
YOL084W,674.9999999999998,674.9999999999998
YKL109W,672.7272727272754,672.7272727272754
YDL085w,671.4285714285709,671.4285714285709
YLR312C,665.0000000000002,665.0000000000002
YOR100C,660.8695652173916,660.8695652173916
YKL026C,660.0000000000006,660.0000000000006
YHL021C,655.555555555556,655.555555555556
YPR184W,637.5000000000001,637.5000000000001
YLR267W,626.6666666666674,626.6666666666674
YBR072W,621.4285714285712,621.4285714285712
YBL043W,615.0000000000002,615.0000000000002
YDR178W,612.5000000000002,612.5000000000002
YLR327C,612.5000000000002,612.5000000000002
YER053c,612.5000000000002,612.5000000000002
YGR243W,605.5555555555557,605.5555555555557
YDR536W,600.0000000000002,600.0000000000002
YBR051W,593.7499999999999,593.7499999999999
YGR088W,592.3076923076928,592.3076923076928
YNL200C,588.2352941176467,588.2352941176467
YGR248W,583.3333333333337,583.3333333333337
YIL136W,579.3103448275866,579.3103448275866
YOR215C,578.5714285714273,578.5714285714273
YBR132C,571.8750000000006,571.8750000000006
YCR005c,571.4285714285716,571.4285714285716
YMR107W,565.0000000000003,565.0000000000003
YIL125W,553.846153846156,553.846153846156
YLL041c,550.0000000000003,550.0000000000003
YDR258C,544.4444444444451,544.4444444444451
YML042W,530.4347826086954,530.4347826086954
YJL045W,529.9999999999997,529.9999999999997
YDR258C,526.3157894736836,526.3157894736836
YNL195C,525.0,525.0
YJL103C,519.047619047619,519.047619047619
YLL026w,518.7500000000001,518.7500000000001
YER067w,517.6470588235296,517.6470588235296
YNL160W,507.14285714285904,507.14285714285904
YLR142w,494.7368421052632,494.7368421052632
YBR147W,494.4444444444452,494.4444444444452
YNL052W,490.00000000000006,490.00000000000006
YBR116C,489.4736842105259,489.4736842105259
YBR241C,479.4117647058829,479.4117647058829
YBL078C,473.9130434782603,473.9130434782603
YOR019W,472.7272727272731,472.7272727272731
YKL085W,470.58823529411563,470.58823529411563
YMR105C,468.7499999999994,468.7499999999994
YDR343C,462.5000000000005,462.5000000000005
YCL025C,455.555555555556,455.555555555556
YOR374W,455.555555555556,455.555555555556
YDR533C,452.6315789473684,452.6315789473684
YBL064C,449.9999999999992,449.9999999999992
YBR298C,447.82608695652124,447.82608695652124
YLR258W,447.0588235294123,447.0588235294123
YLR304C,443.7500000000009,443.7500000000009
YBL048W,440.90909090909116,440.90909090909116
YEL012w,430.0000000000002,430.0000000000002
YBL045C,427.77777777777743,427.77777777777743
YDL215C,425.0000000000003,425.0000000000003
YDR529C,423.52941176470466,423.52941176470466
YMR056C,422.72727272727354,422.72727272727354
YBR006W,419.51219512195115,419.51219512195115
YIR039C,416.0000000000003,416.0000000000003
YDL199c,415.00000000000006,415.00000000000006
YDL215C,413.63636363636436,413.63636363636436
YPR030W,411.53846153846223,411.53846153846223
YGR067C,410.52631578947165,410.52631578947165
YBL108W,410.52631578947165,410.52631578947165
YMR191W,405.00000000000006,405.00000000000006
YNL144C,403.84615384615444,403.84615384615444
YMR206W,403.57142857142867,403.57142857142867
YNL015W,400.0,400.0
YPL054W,396.428571428571,396.428571428571
YKR076W,390.4761904761903,390.4761904761903
YKL141W,387.5000000000008,387.5000000000008
YDL223c,386.3636363636371,386.3636363636371
YGL191W,384.9999999999983,384.9999999999983
YBR139W,384.2105263157895,384.2105263157895
YHR051W,383.33333333333445,383.33333333333445
YGR070W,383.3333333333339,383.3333333333339
YBL100C,378.9473684210519,378.9473684210519
YOR178C,375.0000000000005,375.0000000000005
YIL101C,374.99999999999994,374.99999999999994
YLR311C,373.07692307692344,373.07692307692344
YNL009W,372.7272727272735,372.7272727272735
YEL024w,370.00000000000114,370.00000000000114
YOR065W,368.42105263157765,368.42105263157765
YMR081C,366.66666666666475,366.66666666666475
YML120C,364.00000000000017,364.00000000000017
YGR142W,364.00000000000017,364.00000000000017
YJR078W,363.79310344827485,363.79310344827485
YMR322C,357.14285714285757,357.14285714285757
YPR149W,350.00000000000045,350.00000000000045
YDL169C,347.0588235294127,347.0588235294127
YER079w,342.85714285714255,342.85714285714255
YLR345W,336.0000000000002,336.0000000000002
YFR017C,335.1351351351349,335.1351351351349
YPL223C,334.61538461538527,334.61538461538527
YBR117C,333.3333333333344,333.3333333333344
YGR008C,333.3333333333339,333.3333333333339
YJL067W,329.9999999999998,329.9999999999998
YPL119C,322.58064516128997,322.58064516128997
YKL148C,320.83333333333366,320.83333333333366
YJR008W,320.00000000000017,320.00000000000017
YOR391C,319.3548387096771,319.3548387096771
YOR049C,319.3548387096771,319.3548387096771
YMR170C,319.0476190476175,319.0476190476175
YGL187C,318.1818181818188,318.1818181818188
YER158c,317.85714285714255,317.85714285714255
YJR121W,313.04347826086877,313.04347826086877
YBR169C,311.5384615384621,311.5384615384621
YGR174C,310.71428571428567,310.71428571428567
YIL087C,309.6774193548381,309.6774193548381
YLR299W,307.4074074074071,307.4074074074071
YDR148C,305.2631578947369,305.2631578947369
YGR244C,304.16666666666555,304.16666666666555
YKL093W,303.57142857142856,303.57142857142856
YLR178C,303.4482758620694,303.4482758620694
Ydr021w,303.22580645161247,303.22580645161247
YDR218C,301.61290322580624,301.61290322580624
YMR031C,299.99999999999955,299.99999999999955
YLR356W,299.99999999999955,299.99999999999955
YLR164W,299.9999999999995,299.9999999999995
YPR020W,296.2962962962961,296.2962962962961
YFL052W,291.83673469387736,291.83673469387736
YGR110W,286.95652173912936,286.95652173912936
YIL057C,280.5555555555559,280.5555555555559
YOL153C,279.9999999999998,279.9999999999998
YNL134C,279.1666666666665,279.1666666666665
YML100W,276.9230769230759,276.9230769230759
YKL151C,275.86206896551795,275.86206896551795
YGR052W,275.6097560975608,275.6097560975608
YBR296C,274.99999999999983,274.99999999999983
YCL040w,273.8095238095235,273.8095238095235
YDL181W,273.3333333333329,273.3333333333329
YOL053C,272.41379310344877,272.41379310344877
YDR273W,270.9677419354836,270.9677419354836
YBR297W,270.5882352941177,270.5882352941177
YJL137C,267.8571428571427,267.8571428571427
YPL262W,266.6666666666664,266.6666666666664
YJL161W,266.6666666666664,266.6666666666664
YER096w,265.5172413793109,265.5172413793109
YPL185W,264.1025641025635,264.1025641025635
YJR048W,263.33333333333314,263.33333333333314
YDL218w,262.85714285714306,262.85714285714306
YCR079W,260.81081081081,260.81081081081
YGL146C,260.6557377049172,260.6557377049172
YPL087W,260.00000000000034,260.00000000000034
YBR056W,260.0000000000002,260.0000000000002
YJR096W,259.4594594594592,259.4594594594592
YLR080W,259.4594594594592,259.4594594594592
YNR007C,259.37500000000017,259.37500000000017
YMR110C,259.2592592592576,259.2592592592576
YBL099W,259.0909090909085,259.0909090909085
YIL107C,258.06451612903186,258.06451612903186
YIL160C,256.97674418604726,256.97674418604726
YBR018C,256.7164179104489,256.7164179104489
YDR018c,256.41025641025567,256.41025641025567
YFR033C,255.55555555555406,255.55555555555406
YBR230C,254.83870967741908,254.83870967741908
YDR096W,250.00000000000034,250.00000000000034
YNL093W,248.78048780487782,248.78048780487782
YPL201C,248.64864864864848,248.64864864864848
YBR183W,248.64864864864848,248.64864864864848
YJR073C,248.38709677419314,248.38709677419314
YGR146C,248.275862068966,248.275862068966
YJL088W,247.22222222222246,247.22222222222246
YGR201C,246.87499999999994,246.87499999999994
YBR050C,245.65217391304327,245.65217391304327
YDL238c,242.8571428571434,242.8571428571434
YEL070w,242.59259259259255,242.59259259259255
YLR297W,240.54054054054004,240.54054054054004
YPR002W,240.0000000000001,240.0000000000001
YDR231C,240.0000000000001,240.0000000000001
YDR085C,239.99999999999994,239.99999999999994
YDR513W,239.28571428571365,239.28571428571365
YBR052C,239.024390243902,239.024390243902
YKL103C,238.70967741935462,238.70967741935462
YOL032W,238.70967741935462,238.70967741935462
YNL173C,238.70967741935462,238.70967741935462
YGL062W,237.93103448275784,237.93103448275784
YFL011W,237.50000000000094,237.50000000000094
YLR423C,237.49999999999986,237.49999999999986
YHR184W,237.28813559322094,237.28813559322094
YDR001C,237.03703703703636,237.03703703703636
YBR203W,235.0,235.0
YGR053C,234.8484848484863,234.8484848484863
YMR297W,234.61538461538547,234.61538461538547
YOR386W,233.33333333333286,233.33333333333286
YBR067C,232.1428571428574,232.1428571428574
YPL135W,231.03448275862007,231.03448275862007
YJL102W,229.9999999999998,229.9999999999998
YNL037C,229.03225806451587,229.03225806451587
YKR058W,229.03225806451587,229.03225806451587
YIL097W,228.20512820512766,228.20512820512766
YDR277C,227.02702702702652,227.02702702702652
YDR125C,227.02702702702652,227.02702702702652
YHL032C,226.4705882352946,226.4705882352946
YML090W,225.00000000000023,225.00000000000023
YER015w,225.00000000000006,225.00000000000006
YOR273C,224.24242424242436,224.24242424242436
YGL153W,223.52941176470642,223.52941176470642
YMR118C,223.52941176470642,223.52941176470642
YKL107W,222.5000000000002,222.5000000000002
YOR289W,221.21212121212125,221.21212121212125
YJL155C,221.0526315789472,221.0526315789472
YPL230W,221.0526315789472,221.0526315789472
YJL163C,219.99999999999864,219.99999999999864
YDR070c,219.35483870967713,219.35483870967713
YNL274C,219.35483870967713,219.35483870967713
YDR223W,219.23076923076863,219.23076923076863
YHL024W,218.9189189189186,218.9189189189186
YDR009W,218.1818181818179,218.1818181818179
YPL186C,215.62500000000006,215.62500000000006
YGR194C,214.28571428571396,214.28571428571396
YPL165C,213.88888888888928,213.88888888888928
YFL054C,213.7254901960784,213.7254901960784
YLR415C,213.15789473684177,213.15789473684177
YGR250C,211.53846153846126,211.53846153846126
YCR062W,211.11111111111128,211.11111111111128
YGL037C,210.71428571428606,210.71428571428606
YOL083W,208.3333333333335,208.3333333333335
YPL109C,207.89473684210503,207.89473684210503
YFL055W,207.5471698113212,207.5471698113212
YOR035C,207.49999999999994,207.49999999999994
YIL113W,207.31707317073128,207.31707317073128
YBR039W,206.66666666666652,206.66666666666652
YJL164C,206.66666666666652,206.66666666666652
YMR181C,206.06060606060606,206.06060606060606
YPR026W,205.88235294117712,205.88235294117712
YLR168C,205.88235294117712,205.88235294117712
YGL045W,204.99999999999997,204.99999999999997
YMR271C,204.8780487804875,204.8780487804875
YMR133W,204.4444444444442,204.4444444444442
YCR061W,204.0816326530611,204.0816326530611
YJL153C,204.0816326530611,204.0816326530611
YKR046C,203.12499999999892,203.12499999999892
YJL185C,202.70270270270237,202.70270270270237
YNL100W,202.43902439024356,202.43902439024356
YPR150W,202.32558139534925,202.32558139534925
YNL115C,202.32558139534925,202.32558139534925
YDR256C,201.92307692307628,201.92307692307628
YMR114C,200.00000000000085,200.00000000000085
YKR016W,200.00000000000054,200.00000000000054
YMR136W,200.00000000000054,200.00000000000054
YAL017W,200.00000000000017,200.00000000000017
YBR287W,199.99999999999972,199.99999999999972
YGL158W,197.9166666666663,197.9166666666663
YOR059C,197.82608695652164,197.82608695652164
YGR066C,197.6190476190475,197.6190476190475
YDR043C,197.29729729729704,197.29729729729704
YPR156C,196.9696969696958,196.9696969696958
YDL154W,196.4912280701753,196.4912280701753
YMR030W,195.91836734693848,195.91836734693848
YGL059W,195.8333333333329,195.8333333333329
YLR395C,193.7500000000007,193.7500000000007
YBR026C,192.0,192.0
YBR001C,190.9090909090899,190.9090909090899
YDR031w,190.47619047619037,190.47619047619037
YEL039c,190.24390243902397,190.24390243902397
YOR032C,189.28571428571496,189.28571428571496
YHR011W,188.88888888888962,188.88888888888962
YKL050C,188.0000000000002,188.0000000000002
YOL117W,187.80487804878024,187.80487804878024
YBR046C,187.5000000000001,187.5000000000001
YGL170C,187.35632183907998,187.35632183907998
YJL144W,186.95652173913012,186.95652173913012
YGR289C,186.00000000000009,186.00000000000009
YCR097wb,185.0000000000001,185.0000000000001
YIR038C,184.84848484848547,184.84848484848547
YML091C,184.2105263157893,184.2105263157893
YDL234C,183.9285714285721,183.9285714285721
YDR322W,183.33333333333394,183.33333333333394
YDL021W,182.92682926829252,182.92682926829252
YMR040W,181.63265306122432,181.63265306122432
YKL193C,181.08108108108095,181.08108108108095
YBR214W,181.08108108108095,181.08108108108095
YDR216W,181.08108108108095,181.08108108108095
YCL035C,179.99999999999923,179.99999999999923
YOL048C,178.9473684210526,178.9473684210526
YDR059C,178.3783783783781,178.3783783783781
YMR196W,175.60975609756085,175.60975609756085
YAL018C,175.2941176470581,175.2941176470581
YKL171W,175.00000000000006,175.00000000000006
YJL048C,174.9999999999997,174.9999999999997
YHR171W,174.9999999999994,174.9999999999994
YDL022w,174.99999999999912,174.99999999999912
YDR076W,174.603174603175,174.603174603175
YKL016C,174.41860465116312,174.41860465116312
YDL091c,174.41860465116312,174.41860465116312
YCR091w,173.46938775510174,173.46938775510174
YBR280C,173.333333333333,173.333333333333
YAL055W,172.22222222222214,172.22222222222214
YER182w,171.73913043478245,171.73913043478245
YDL233w,171.42857142857184,171.42857142857184
YGL006W,170.73170731707287,170.73170731707287
YPR006C,170.2127659574473,170.2127659574473
YGL096W,170.17543859649126,170.17543859649126
YDL023c,169.69696969696906,169.69696969696906
YJL141C,169.3877551020404,169.3877551020404
YOR220W,166.666666666666,166.666666666666
YDR342C,166.66666666666578,166.66666666666578
YIL166C,166.15384615384636,166.15384615384636
YMR104C,166.10169491525443,166.10169491525443
YJR114W,166.10169491525443,166.10169491525443
YNL332W,166.03773584905696,166.03773584905696
YNR073C,166.0000000000001,166.0000000000001
YBR101C,165.71428571428626,165.71428571428626
YLR270W,165.71428571428626,165.71428571428626
YER095w,165.67164179104537,165.67164179104537
YOR181W,165.38461538461507,165.38461538461507
YOR177C,165.30612244897935,165.30612244897935
YDL024c,164.63414634146295,164.63414634146295
YDR272W,163.88888888888872,163.88888888888872
YGL212W,163.76811594202906,163.76811594202906
YPL060W,163.76811594202906,163.76811594202906
YEL069c,163.63636363636394,163.63636363636394
YGR019W,163.4146341463412,163.4146341463412
YOL126C,163.157894736842,163.157894736842
YER175c,162.49999999999943,162.49999999999943
YDL222c,162.2641509433963,162.2641509433963
YOL071W,161.53846153846115,161.53846153846115
YMR311C,161.53846153846115,161.53846153846115
YDL067C,161.36363636363612,161.36363636363612
YDL244w,161.29032258064487,161.29032258064487
YER039c,160.78431372549025,160.78431372549025
YHR087W,160.78431372549025,160.78431372549025
YJL027C,160.29411764705944,160.29411764705944
YPL265W,160.00000000000014,160.00000000000014
YDR082w,159.72222222222246,159.72222222222246
YLR234W,159.70149253731412,159.70149253731412
YBR149W,159.45945945945834,159.45945945945834
YLR295C,158.97435897435855,158.97435897435855
YKL150W,156.75675675675615,156.75675675675615
YLR259C,156.25000000000026,156.25000000000026
YDR077W,156.25000000000026,156.25000000000026
YML102W,156.17977528089958,156.17977528089958
YDR030c,155.93220338983082,155.93220338983082
YDR275W,155.55555555555543,155.55555555555543
YAL067C,155.2941176470577,155.2941176470577
YDR275W,155.17241379310295,155.17241379310295
YMR098C,155.00000000000057,155.00000000000057
YLR346C,155.00000000000057,155.00000000000057
YLR219W,155.00000000000006,155.00000000000006
YNR002C,154.54545454545416,154.54545454545416
YGL184C,154.16666666666683,154.16666666666683
YLR173W,154.0540540540544,154.0540540540544
YBL075C,154.0540540540544,154.0540540540544
YBR019C,153.44827586206875,153.44827586206875
YJL079C,153.19148936170254,153.19148936170254
YCL074W,153.0120481927704,153.0120481927704
YLR217W,152.94117647058835,152.94117647058835
YER142c,151.9999999999999,151.9999999999999
YHR156C,151.72413793103408,151.72413793103408
YOR031W,151.28205128204993,151.28205128204993
YOR161C,151.2195121951217,151.2195121951217
YNL146W,150.9803921568627,150.9803921568627
YLR038c,150.0,150.0
YKL044W,150.0,150.0
YPL078C,149.99999999999955,149.99999999999955
YFL053W,149.35064935064975,149.35064935064975
YIL099W,149.12280701754378,149.12280701754378
YGL046W,149.12280701754378,149.12280701754378
YOL053W,148.837209302326,148.837209302326
YER035w,148.837209302326,148.837209302326
YAL060W,148.6486486486485,148.6486486486485
YBR054W,148.5714285714292,148.5714285714292
YOR027W,148.5714285714292,148.5714285714292
YFR022W,148.4848484848491,148.4848484848491
YER020w,148.43749999999997,148.43749999999997
YJR019C,148.14814814814787,148.14814814814787
YBR024W,147.99999999999918,147.99999999999918
YBR285W,147.16981132075492,147.16981132075492
YER098w,146.6666666666664,146.6666666666664
YFL042C,146.15384615384642,146.15384615384642
YBL086C,146.15384615384576,146.15384615384576
YIL162W,146.15384615384494,146.15384615384494
YCL008C,145.71428571428567,145.71428571428567
YEL041w,145.00000000000065,145.00000000000065
YJL131C,144.444444444445,144.444444444445
YNL196C,144.44444444444406,144.44444444444406
YPR152C,144.28571428571448,144.28571428571448
YDR313C,144.1860465116283,144.1860465116283
YDR329C,143.90243902439002,143.90243902439002
YGL188C,143.8596491228068,143.8596491228068
YOR358W,143.58974358974376,143.58974358974376
YDR255C,143.47826086956505,143.47826086956505
YGR028W,143.47826086956505,143.47826086956505
YPL154C,142.85714285714394,142.85714285714394
YDR272W,142.8571428571428,142.8571428571428
YLR271W,142.22222222222214,142.22222222222214
YGR149W,142.22222222222214,142.22222222222214
YIL122W,142.10526315789474,142.10526315789474
YGL134W,141.33333333333263,141.33333333333263
YCLX09W,140.54054054053975,140.54054054053975
YNL202W,139.58333333333303,139.58333333333303
YDR314C,139.4736842105264,139.4736842105264
YDR298C,138.29787234042604,138.29787234042604
YLL055W,137.0370370370368,137.0370370370368
YBR085W,137.0370370370368,137.0370370370368
YNL305C,136.95652173913047,136.95652173913047
YGR238C,136.95652173913047,136.95652173913047
YFL051C,136.84210526315772,136.84210526315772
YOR037W,136.84210526315772,136.84210526315772
YJL151C,136.5853658536575,136.5853658536575
YFR014C,136.36363636363714,136.36363636363714
YJR080C,136.17021276595796,136.17021276595796
YIL146C,136.17021276595796,136.17021276595796
YBR222C,136.11111111111214,136.11111111111214
YKR067W,135.71428571428567,135.71428571428567
YJR155W,135.13513513513527,135.13513513513527
YHR195W,134.88372093023287,134.88372093023287
YLR251W,133.99999999999991,133.99999999999991
YKL142W,133.3333333333332,133.3333333333332
YOR285W,133.33333333333314,133.33333333333314
YBL107C,133.33333333333238,133.33333333333238
YGL192W,132.6086956521739,132.6086956521739
YER141w,132.558139534884,132.558139534884
YGR256W,132.43243243243194,132.43243243243194
YHL047C,132.20338983050877,132.20338983050877
YKL091C,132.07547169811332,132.07547169811332
YJR021C,132.05128205128162,132.05128205128162
YNL223W,131.74603174603217,131.74603174603217
YJR036C,131.66666666666706,131.66666666666706
YFL040W,131.39534883720975,131.39534883720975
YDR323C,131.2499999999999,131.2499999999999
YJR122W,131.0810810810808,131.0810810810808
YDR003W,130.61224489795904,130.61224489795904
YMR090W,130.61224489795904,130.61224489795904
YAR023C,130.00000000000009,130.00000000000009
YFL059W,129.85074626865747,129.85074626865747
YGL143C,129.85074626865747,129.85074626865747
YBR218C,129.7297297297303,129.7297297297303
YBR218C,129.7297297297303,129.7297297297303
YLL023C,129.26829268292715,129.26829268292715
YBR269C,129.16666666666632,129.16666666666632
YIL169C,128.57142857142878,128.57142857142878
YDR149C,128.5714285714283,128.5714285714283
YNR071C,128.35820895522454,128.35820895522454
YBR204C,128.26086956521735,128.26086956521735
YJL112W,127.7777777777775,127.7777777777775
YNL331C,127.65957446808571,127.65957446808571
YBL030C,127.58620689655129,127.58620689655129
YKR004C,127.36842105263186,127.36842105263186
YPR098C,127.02702702702689,127.02702702702689
YOR097C,126.92307692307658,126.92307692307658
YDR254W,126.76056338028145,126.76056338028145
YDR132C,126.66666666666625,126.66666666666625
YOR347C,126.53061224489768,126.53061224489768
YDL025c,126.41509433962288,126.41509433962288
YDL004W,125.58139534883668,125.58139534883668
YIL111W,125.5319148936176,125.5319148936176
YDR282C,125.352112676056,125.352112676056
YPL134C,124.99999999999976,124.99999999999976
YDR088C,124.99999999999967,124.99999999999967
YER162c,124.99999999999956,124.99999999999956
YIL006W,124.56140350877183,124.56140350877183
YOR186W,124.52830188679246,124.52830188679246
YML131W,124.52830188679246,124.52830188679246
YDR516C,124.48979591836715,124.48979591836715
YMR159C,124.2857142857144,124.2857142857144
YHR160C,124.13793103448245,124.13793103448245
YMR195W,123.99999999999996,123.99999999999996
YLR152C,123.99999999999996,123.99999999999996
YKL146W,123.72881355932215,123.72881355932215
YHR159W,123.43750000000009,123.43750000000009
YOR136W,123.2558139534879,123.2558139534879
YFR011C,123.07692307692284,123.07692307692284
YMR052W,123.07692307692268,123.07692307692268
YDR106W,122.9166666666675,122.9166666666675
YDL194W,122.64150943396244,122.64150943396244
YMR135C,122.38805970149329,122.38805970149329
YOR152C,122.2222222222221,122.2222222222221
YJR020W,122.2222222222221,122.2222222222221
YOR351C,122.05882352941214,122.05882352941214
YIR029W,121.73913043478231,121.73913043478231
YKL133C,121.56862745098044,121.56862745098044
YGL198W,121.42857142857191,121.42857142857191
YDL245C,121.27659574468149,121.27659574468149
YHR138C,121.1538461538459,121.1538461538459
YBL080C,121.12676056337986,121.12676056337986
YER106w,120.83333333333348,120.83333333333348
YLR376C,120.58823529411791,120.58823529411791
YBL038W,120.45454545454439,120.45454545454439
YNL077W,120.00000000000009,120.00000000000009
YLL019c,119.56521739130426,119.56521739130426
YMR145C,119.51219512195121,119.51219512195121
YJL011C,119.35483870967714,119.35483870967714
YML118W,119.11764705882402,119.11764705882402
YDR219C,118.86792452830213,118.86792452830213
YOL047C,118.18181818181903,118.18181818181903
YJL036W,118.18181818181846,118.18181818181846
YHL023C,118.18181818181846,118.18181818181846
YOR237W,117.80821917808215,117.80821917808215
YGL117W,117.74193548387066,117.74193548387066
YJL100W,117.54385964912267,117.54385964912267
YDR505C,117.50000000000036,117.50000000000036
YGL121C,117.39130434782598,117.39130434782598
YER033c,117.30769230769207,117.30769230769207
YBR212W,117.07317073170663,117.07317073170663
YLR279W,116.98113207547193,116.98113207547193
YNL033W,116.98113207547193,116.98113207547193
YNL036W,116.66666666666643,116.66666666666643
YLR294C,116.66666666666643,116.66666666666643
YGR182C,116.27906976744235,116.27906976744235
YIL170W,116.24999999999994,116.24999999999994
YFR023W,116.21621621621601,116.21621621621601
YGR021W,116.17647058823579,116.17647058823579
YGL162W,115.95744680850999,115.95744680850999
YMR155W,115.78947368421038,115.78947368421038
YHR140W,115.38461538461571,115.38461538461571
YLL001w,115.21739130434776,115.21739130434776
YMR034C,115.00000000000054,115.00000000000054
YOR227W,114.8148148148147,114.8148148148147
YPL150W,114.8148148148147,114.8148148148147
YLL020C,114.58333333333297,114.58333333333297
YLL016w,114.54545454545475,114.54545454545475
YJR130C,114.49275362318821,114.49275362318821
YBL019W,113.40206185567065,113.40206185567065
YBL059W,113.157894736842,113.157894736842
YDR022c,112.90322580645127,112.90322580645127
YGR138C,112.8205128205131,112.8205128205131
YML089C,112.5000000000002,112.5000000000002
YEL037c,112.50000000000003,112.50000000000003
YDR535C,112.49999999999996,112.49999999999996
YNL055C,112.49999999999969,112.49999999999969
YAL061W,112.12121212121289,112.12121212121289
YMR140W,112.00000000000006,112.00000000000006
YDL020C,112.00000000000006,112.00000000000006
YJR050W,111.666666666667,111.666666666667
YBR103W,111.666666666667,111.666666666667
YGR224W,111.53846153846123,111.53846153846123
YHR139C,111.290322580645,111.290322580645
YOR389W,111.111111111111,111.111111111111
YDR273W,110.95890410958913,110.95890410958913
YGR102C,110.71428571428623,110.71428571428623
YDR402C,110.58823529411687,110.58823529411687
YMR139W,110.20408163265283,110.20408163265283
YPL004C,109.75609756097515,109.75609756097515
YHR053C,109.75609756097515,109.75609756097515
YDR131C,109.67741935483855,109.67741935483855
YBR138C,109.6774193548384,109.6774193548384
YPL133C,109.61538461538439,109.61538461538439
YCR039c,109.3023255813958,109.3023255813958
YDR262w,109.09090909090892,109.09090909090892
YDR330W,108.92857142857186,108.92857142857186
YMR115W,108.77192982456121,108.77192982456121
YOR052C,108.69565217391226,108.69565217391226
YPR192W,108.33333333333374,108.33333333333374
YJL037W,108.3333333333334,108.3333333333334
YOL116W,108.19672131147506,108.19672131147506
YOR041C,108.00000000000011,108.00000000000011
YOR120W,107.69230769230785,107.69230769230785
YGR237C,107.57575757575827,107.57575757575827
YPR194C,107.54716981132093,107.54716981132093
YDL247w,107.54716981132093,107.54716981132093
YOR317W,107.50000000000064,107.50000000000064
YER061c,107.0422535211266,107.0422535211266
YHL010C,106.77966101694938,106.77966101694938
YDR377W,106.66666666666669,106.66666666666669
YER179w,106.49350649350669,106.49350649350669
YPL017C,105.76923076923055,105.76923076923055
YDR306C,105.76923076923055,105.76923076923055
YOR107W,105.55555555555533,105.55555555555533
YBL010C,105.49450549450574,105.49450549450574
YMR302C,105.26315789473668,105.26315789473668
YDR074W,104.54545454545448,104.54545454545448
YMR068W,104.41176470588258,104.41176470588258
YIL102C,104.41176470588258,104.41176470588258
YIR016W,104.34782608695654,104.34782608695654
YHR013C,103.77358490566048,103.77358490566048
YHR122W,103.77358490566029,103.77358490566029
YGR022C,103.6363636363638,103.6363636363638
YKL147C,103.57142857142915,103.57142857142915
YOL132W,103.48837209302366,103.48837209302366
YCR096c,103.44827586206864,103.44827586206864
YGR288W,102.89855072463767,102.89855072463767
YBL031W,102.85714285714293,102.85714285714293
YIL151C,102.81690140845055,102.81690140845055
YLR460C,102.66666666666625,102.66666666666625
YOR245C,102.17391304347838,102.17391304347838
YNL045W,102.17391304347838,102.17391304347838
YJR077C,102.04081632653043,102.04081632653043
YGR046W,102.00000000000003,102.00000000000003
YJL166W,101.92307692307669,101.92307692307669
YGL138C,101.8348623853208,101.8348623853208
YDR173C,101.75438596491229,101.75438596491229
YDR473C,101.7241379310341,101.7241379310341
YBL058W,101.69491525423742,101.69491525423742
YJR116W,101.66666666666697,101.66666666666697
YHR185C,101.40845070422513,101.40845070422513
YDR130C,101.07526881720412,101.07526881720412
YDR317W,100.00000000000048,100.00000000000048
YPL005W,100.00000000000028,100.00000000000028
YOL131W,100.00000000000027,100.00000000000027
YGL250W,100.00000000000024,100.00000000000024
YGL145W,100.00000000000023,100.00000000000023
YNL006W,100.0,100.0
YMR009W,100.0,100.0
YOL118C,100.0,100.0
YKL067W,99.99999999999979,99.99999999999979
YHR055C,99.99999999999979,99.99999999999979
YBR273C,99.99999999999969,99.99999999999969
YBL066C,99.99999999999905,99.99999999999905
YAL010C,99.12280701754398,99.12280701754398
YMR244W,98.780487804878,98.780487804878
YIR003W,98.74999999999997,98.74999999999997
YMR262W,98.33333333333363,98.33333333333363
YCL049C,98.18181818181849,98.18181818181849
YKL036C,98.14814814814805,98.14814814814805
